qa_id,cve_id,question_type,question_ko,gold_description,gold_severity,gold_cvss_score,gold_attack_vector,gold_attack_complexity,gold_privileges_required,gold_user_interaction,gold_cwe_ids,gold_affected_products,gold_references,is_kev,gold_evidence_source,stress_type,expected_answerable
CVE-2022-37078-HELDOUT-Q1,CVE-2022-37078,vulnerability_summary,CVE-2022-37078는 어떤 취약점인가?,TOTOLINK A7000R V9.1.0u.6115_B20201022 was discovered to contain a command injection vulnerability via the lang parameter at /setting/setLanguageCfg.,HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-787""]","[{""vendor"": ""totolink"", ""product"": ""a7000r_firmware"", ""version"": ""9.1.0u.6115_b20201022"", ""criteria"": ""cpe:2.3:o:totolink:a7000r_firmware:9.1.0u.6115_b20201022:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""totolink"", ""product"": ""a7000r"", ""version"": ""-"", ""criteria"": ""cpe:2.3:h:totolink:a7000r:-:*:*:*:*:*:*:*"", ""vulnerable"": false}]","[{""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""cve@mitre.org"", ""tags"": [""Exploit"", ""Third Party Advisory""]}, {""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-37078-HELDOUT-Q2,CVE-2022-37078,affected_product,CVE-2022-37078의 영향을 받는 제품이나 버전은 무엇인가?,TOTOLINK A7000R V9.1.0u.6115_B20201022 was discovered to contain a command injection vulnerability via the lang parameter at /setting/setLanguageCfg.,HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-787""]","[{""vendor"": ""totolink"", ""product"": ""a7000r_firmware"", ""version"": ""9.1.0u.6115_b20201022"", ""criteria"": ""cpe:2.3:o:totolink:a7000r_firmware:9.1.0u.6115_b20201022:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""totolink"", ""product"": ""a7000r"", ""version"": ""-"", ""criteria"": ""cpe:2.3:h:totolink:a7000r:-:*:*:*:*:*:*:*"", ""vulnerable"": false}]","[{""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""cve@mitre.org"", ""tags"": [""Exploit"", ""Third Party Advisory""]}, {""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-37078-HELDOUT-Q3,CVE-2022-37078,attack_condition,CVE-2022-37078는 원격 공격이 가능한가? 인증이나 사용자 상호작용이 필요한가?,TOTOLINK A7000R V9.1.0u.6115_B20201022 was discovered to contain a command injection vulnerability via the lang parameter at /setting/setLanguageCfg.,HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-787""]","[{""vendor"": ""totolink"", ""product"": ""a7000r_firmware"", ""version"": ""9.1.0u.6115_b20201022"", ""criteria"": ""cpe:2.3:o:totolink:a7000r_firmware:9.1.0u.6115_b20201022:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""totolink"", ""product"": ""a7000r"", ""version"": ""-"", ""criteria"": ""cpe:2.3:h:totolink:a7000r:-:*:*:*:*:*:*:*"", ""vulnerable"": false}]","[{""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""cve@mitre.org"", ""tags"": [""Exploit"", ""Third Party Advisory""]}, {""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-37078-HELDOUT-Q4,CVE-2022-37078,severity_reason,CVE-2022-37078의 위험도가 HIGH로 평가되는 이유는 무엇인가?,TOTOLINK A7000R V9.1.0u.6115_B20201022 was discovered to contain a command injection vulnerability via the lang parameter at /setting/setLanguageCfg.,HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-787""]","[{""vendor"": ""totolink"", ""product"": ""a7000r_firmware"", ""version"": ""9.1.0u.6115_b20201022"", ""criteria"": ""cpe:2.3:o:totolink:a7000r_firmware:9.1.0u.6115_b20201022:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""totolink"", ""product"": ""a7000r"", ""version"": ""-"", ""criteria"": ""cpe:2.3:h:totolink:a7000r:-:*:*:*:*:*:*:*"", ""vulnerable"": false}]","[{""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""cve@mitre.org"", ""tags"": [""Exploit"", ""Third Party Advisory""]}, {""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-37078-HELDOUT-Q5,CVE-2022-37078,mitigation,CVE-2022-37078에 대한 대응 방법이나 완화 방안은 무엇인가?,TOTOLINK A7000R V9.1.0u.6115_B20201022 was discovered to contain a command injection vulnerability via the lang parameter at /setting/setLanguageCfg.,HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-787""]","[{""vendor"": ""totolink"", ""product"": ""a7000r_firmware"", ""version"": ""9.1.0u.6115_b20201022"", ""criteria"": ""cpe:2.3:o:totolink:a7000r_firmware:9.1.0u.6115_b20201022:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""totolink"", ""product"": ""a7000r"", ""version"": ""-"", ""criteria"": ""cpe:2.3:h:totolink:a7000r:-:*:*:*:*:*:*:*"", ""vulnerable"": false}]","[{""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""cve@mitre.org"", ""tags"": [""Exploit"", ""Third Party Advisory""]}, {""url"": ""https://github.com/Darry-lang1/vuln/tree/main/TOTOLINK/A7000R/6"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-38477-HELDOUT-Q1,CVE-2022-38477,vulnerability_summary,CVE-2022-38477는 어떤 취약점인가?,"Mozilla developer Nika Layzell and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 103 and Firefox ESR 102.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.2, Thunderbird < 102.2, and Firefox < 104.",HIGH,8.8,NETWORK,LOW,NONE,REQUIRED,"[""CWE-787""]","[{""vendor"": ""mozilla"", ""product"": ""firefox"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""104.0""}, {""vendor"": ""mozilla"", ""product"": ""firefox_esr"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}, {""vendor"": ""mozilla"", ""product"": ""thunderbird"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}]","[{""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""security@mozilla.org"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-38477-HELDOUT-Q2,CVE-2022-38477,affected_product,CVE-2022-38477의 영향을 받는 제품이나 버전은 무엇인가?,"Mozilla developer Nika Layzell and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 103 and Firefox ESR 102.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.2, Thunderbird < 102.2, and Firefox < 104.",HIGH,8.8,NETWORK,LOW,NONE,REQUIRED,"[""CWE-787""]","[{""vendor"": ""mozilla"", ""product"": ""firefox"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""104.0""}, {""vendor"": ""mozilla"", ""product"": ""firefox_esr"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}, {""vendor"": ""mozilla"", ""product"": ""thunderbird"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}]","[{""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""security@mozilla.org"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-38477-HELDOUT-Q3,CVE-2022-38477,attack_condition,CVE-2022-38477는 원격 공격이 가능한가? 인증이나 사용자 상호작용이 필요한가?,"Mozilla developer Nika Layzell and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 103 and Firefox ESR 102.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.2, Thunderbird < 102.2, and Firefox < 104.",HIGH,8.8,NETWORK,LOW,NONE,REQUIRED,"[""CWE-787""]","[{""vendor"": ""mozilla"", ""product"": ""firefox"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""104.0""}, {""vendor"": ""mozilla"", ""product"": ""firefox_esr"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}, {""vendor"": ""mozilla"", ""product"": ""thunderbird"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}]","[{""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""security@mozilla.org"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-38477-HELDOUT-Q4,CVE-2022-38477,severity_reason,CVE-2022-38477의 위험도가 HIGH로 평가되는 이유는 무엇인가?,"Mozilla developer Nika Layzell and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 103 and Firefox ESR 102.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.2, Thunderbird < 102.2, and Firefox < 104.",HIGH,8.8,NETWORK,LOW,NONE,REQUIRED,"[""CWE-787""]","[{""vendor"": ""mozilla"", ""product"": ""firefox"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""104.0""}, {""vendor"": ""mozilla"", ""product"": ""firefox_esr"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}, {""vendor"": ""mozilla"", ""product"": ""thunderbird"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}]","[{""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""security@mozilla.org"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2022-38477-HELDOUT-Q5,CVE-2022-38477,mitigation,CVE-2022-38477에 대한 대응 방법이나 완화 방안은 무엇인가?,"Mozilla developer Nika Layzell and the Mozilla Fuzzing Team reported memory safety bugs present in Firefox 103 and Firefox ESR 102.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox ESR < 102.2, Thunderbird < 102.2, and Firefox < 104.",HIGH,8.8,NETWORK,LOW,NONE,REQUIRED,"[""CWE-787""]","[{""vendor"": ""mozilla"", ""product"": ""firefox"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""104.0""}, {""vendor"": ""mozilla"", ""product"": ""firefox_esr"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}, {""vendor"": ""mozilla"", ""product"": ""thunderbird"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""102.2""}]","[{""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""security@mozilla.org"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""security@mozilla.org"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://bugzilla.mozilla.org/buglist.cgi?bug_id=1760611%2C1770219%2C1771159%2C1773363"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Issue Tracking"", ""Not Applicable"", ""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-33/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-34/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}, {""url"": ""https://www.mozilla.org/security/advisories/mfsa2022-36/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Vendor Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
CVE-2023-1393-HELDOUT-Q1,CVE-2023-1393,vulnerability_summary,CVE-2023-1393는 어떤 취약점인가?,"A flaw was found in X.Org Server Overlay Window. A Use-After-Free may lead to local privilege escalation. If a client explicitly destroys the compositor overlay window (aka COW), the Xserver would leave a dangling pointer to that window in the CompScreen structure, which will trigger a use-after-free later.",HIGH,7.8,LOCAL,LOW,LOW,NONE,"[""CWE-416""]","[{""vendor"": ""x.org"", ""product"": ""x_server"", ""version"": ""*"", ""criteria"": ""cpe:2.3:a:x.org:x_server:*:*:*:*:*:*:*:*"", ""vulnerable"": true, ""versionEndExcluding"": ""21.1.8""}, {""vendor"": ""fedoraproject"", ""product"": ""fedora"", ""version"": ""36"", ""criteria"": ""cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""fedoraproject"", ""product"": ""fedora"", ""version"": ""37"", ""criteria"": ""cpe:2.3:o:fedoraproject:fedora:37:*:*:*:*:*:*:*"", ""vulnerable"": true}, {""vendor"": ""fedoraproject"", ""product"": ""fedora"", ""version"": ""38"", ""criteria"": ""cpe:2.3:o:fedoraproject:fedora:38:*:*:*:*:*:*:*"", ""vulnerable"": true}]","[{""url"": ""https://gitlab.freedesktop.org/xorg/xserver/-/commit/26ef545b3502f61ca722a7a3373507e88ef64110"", ""source"": ""secalert@redhat.com"", ""tags"": [""Patch""]}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/BPNQYHUI63DB5FHK6EOI3Z4C6YQZGZKI/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/H3EVO3OQV6T4BSABWZ2TU3PY5TJTEQZ2/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/MEHSYYFGBN3G4RS2HJXKQ5NBMOAZ5F2F/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NOYATGGPMT3COC7ELAJW5TG2PVS3AFR2/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/PSAAGI5V77FQXIT5PP4URP6BYQVCK5U5/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/QHJMSMK7G4GPLMKIGKXIOL2RTKU5VFWE/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SW2NRC3V53PIBXFPFBVWCOM2MDDILWQS/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SWFUDSBSABRHQOX6TIQ5O3SNPFTPFQQP/"", ""source"": ""secalert@redhat.com"", ""tags"": []}, {""url"": ""https://security.gentoo.org/glsa/202305-30"", ""source"": ""secalert@redhat.com"", ""tags"": [""Third Party Advisory""]}, {""url"": ""https://www.openwall.com/lists/oss-security/2023/03/29/1"", ""source"": ""secalert@redhat.com"", ""tags"": [""Mailing List"", ""Third Party Advisory""]}, {""url"": ""https://gitlab.freedesktop.org/xorg/xserver/-/commit/26ef545b3502f61ca722a7a3373507e88ef64110"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Patch""]}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/BPNQYHUI63DB5FHK6EOI3Z4C6YQZGZKI/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/H3EVO3OQV6T4BSABWZ2TU3PY5TJTEQZ2/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/MEHSYYFGBN3G4RS2HJXKQ5NBMOAZ5F2F/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NOYATGGPMT3COC7ELAJW5TG2PVS3AFR2/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/PSAAGI5V77FQXIT5PP4URP6BYQVCK5U5/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/QHJMSMK7G4GPLMKIGKXIOL2RTKU5VFWE/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SW2NRC3V53PIBXFPFBVWCOM2MDDILWQS/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/SWFUDSBSABRHQOX6TIQ5O3SNPFTPFQQP/"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": []}, {""url"": ""https://security.gentoo.org/glsa/202305-30"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Third Party Advisory""]}, {""url"": ""https://www.openwall.com/lists/oss-security/2023/03/29/1"", ""source"": ""af854a3a-2127-422b-91ae-364da2661108"", ""tags"": [""Mailing List"", ""Third Party Advisory""]}]",False,"[""nvd""]",heldout_real_cve,False
